"BirdMeat_DismantleActions[0].ActionName","食用","食用"
"Cod_Event_SwiftZombie_ShootBlank_CardName"," attack","进攻"
"Cod_Event_SwiftZombie_ShootBlank_DismantleActions[0].ActionLog.LogText"," I hunted a macaque.","我狩猎到了一只猕猴。"
"Cod_Event_SwiftZombie_ShootBlank_DismantleActions[0].ActionName"," continue","继续"
"Cod_Event_Vehicle_Alarm_CardDescription"," Alarms sounded around the vehicle!","警报声在车辆周围响起！"
"Cod_Event_Vehicle_Alarm_CardName"," Sound Source","声源"
"Cod_Event_Vehicle_Alarm_DismantleActions[0].ActionName"," continue","继续"
"Cod_Event_Vultures_Death_CardDescription"," I got it!","我拿下它了！"
"Cod_Event_Vultures_Death_CardName"," Vulture","秃鹫"
"Cod_Event_Vultures_Death_DismantleActions[0].ActionLog.LogText"," I killed a seagull.","我杀了一只海鸥。"
"Cod_Event_Vultures_Death_DismantleActions[0].ActionName"," continue","继续"
"Cod_Event_Vultures_FlyAway_CardDescription"," It flew away!","它飞走了！"
"Cod_Event_Vultures_FlyAway_CardName"," Escape","逃脱"
"Cod_Event_Vultures_FlyAway_DismantleActions[0].ActionLog.LogText"," I tried to hunt a cobra...but it escaped.","我试图狩猎一条眼镜蛇……但它逃掉了。"
"Cod_Event_Vultures_FlyAway_DismantleActions[0].ActionName"," continue","继续"
"Cod_Event_Vultures_FlyDown_CardDescription"," Vultures landed nearby.","有秃鹫飞落在附近。"
"Cod_Event_Vultures_FlyDown_CardName"," Vulture","秃鹫"
"Cod_Event_Vultures_FlyDown_DismantleActions[0].ActionLog.LogText"," I killed a seagull.","我杀了一只海鸥。"
"Cod_Event_Vultures_FlyDown_DismantleActions[0].ActionName"," continue","继续"
"Cod_Exp_DecayCity_Actions[0].ActionName",,
"Cod_Exp_DecayCity_Actions[1].ActionNa1me",,
"Cod_Exp_DecayCity_Actions[2].ActionNa2me",,
"Cod_Exp_DecayCity_Actions[2].ActionName",,
"Cod_Exp_DecayCity_Actions[3].ActionName",,
"Cod_Exp_DecayCity_Actions[4].ActionName",,
"Cod_Exp_DecayCity_Actions[5].ActionName",,
"Cod_Exp_DecayCity_Actions[6].ActionName",,
"Cod_Exp_DecayCity_Actions[7].ActionName",,
"Cod_Exp_DecayCity_Base_CardDescription"," It was quiet and silent, and the scattered supplies vaguely showed traces of people's lives.","安静无声，散落的物资隐约可见人们生活的痕迹。"
"Cod_Exp_DecayCity_Base_CardName"," base","基地"
"Cod_Exp_DecayCity_Base_DismantleActions[0].ActionName"," explore","探索"
"Cod_Exp_DecayCity_Base_DoorWay_CardDescription"," A hidden open space with tire marks clearly visible on the ground.","一片隐秘的空地，地上的车胎印记清晰可见。"
"Cod_Exp_DecayCity_Base_DoorWay_DismantleActions[0].ActionName"," explore","探索"
"Cod_Exp_DecayCity_Base_ExplorationResults[0].Action.ActionName",1,1
"Cod_Exp_DecayCity_Base_ExplorationResults[1].Action.ActionName",2,2
"Cod_Exp_DecayCity_Base_ExplorationResults[2].Action.ActionName",3,3
"Cod_Exp_DecayCity_Base_Restaurant_CardDescription"," The aroma of food wafts out from it.","食物的香气从中飘扬而出。"
"Cod_Exp_DecayCity_Base_Restaurant_CardName"," restaurant","饭馆"
"Cod_Exp_DecayCity_Base_Restaurant_DismantleActions[0].ActionName"," explore","探索"
"Cod_Exp_DecayCity_Base_Restaurant_ExplorationResults[0].Action.ActionName"," finnishi","finnishi"
"Cod_Exp_DecayCity_Base_Shop_CardDescription"," Various highly sealed boxes of supplies are scattered on the shelves.","各类高度密封的物资箱零落散步在货架上。"
"Cod_Exp_DecayCity_Base_Shop_CardName"," Rust City","锈市"
"Cod_Exp_DecayCity_Base_Shop_DismantleActions[0].ActionName"," explore","探索"
"Cod_Exp_DecayCity_Car_CardDescription"," Abandoned vehicles","废弃车辆"
"Cod_Exp_DecayCity_Car_CardName"," Abandoned vehicles","废弃车辆"
"Cod_Exp_DecayCity_Car_DismantleActions[0].ActionName"," explore","探索"
"Cod_Exp_DecayCity_Car_ExplorationResults[0].Action.ActionName"," Red brick house","红色砖房"
"Cod_Exp_DecayCity_Car_ExplorationResults[1].Action.ActionName"," finnishi","finnishi"
"Cod_Exp_DecayCity_CardDescription"," The wind defeats and withers the leaves, and the withering echoes.","风败残枯，凋零回响。"
"Cod_Exp_DecayCity_CardName"," Philadelphia","费城"
"Cod_Exp_DecayCity_DismantleActions[0].ActionName"," explore","探索"
"Cod_Exp_DecayCity_ExplorationResults[0].Action.ActionName"," Deep Jungle","Deep Jungle"
"Cod_Exp_DecayCity_ExplorationResults[1].Action.ActionName"," Area Explored","Area Explored"
"Cod_Exp_DecayCity_ExplorationResults[2].Action.ActionName"," all","all"
"Cod_Exp_DecayCity_ExplorationResults[3].Action.ActionName"," Find the way to the outskirts of the jungle","找到通往丛林外围的路"
"Cod_Exp_DecayCity_ExplorationResults[4].Action.ActionName"," Are","Are"
"Cod_Exp_DecayCity_ExplorationResults[5].Action.ActionName"," Deep Jungle","Deep Jungle"
"Cod_Exp_DecayCity_ExplorationResults[6].Action.ActionName"," finnishi","finnishi"
"Cod_Exp_DecayCity_ExplorationResults[7].Action.ActionName"," finnishiss","finnishiss"
"Cod_Exp_DecayCity_Farm_Barns_CardDescription"," It's very quiet around.","周围很安静。"
"Cod_Exp_DecayCity_Farm_Barns_CardInteractions[0].ActionName"," clean","打扫"
"Cod_Exp_DecayCity_Farm_Barns_CardName"," barn","谷仓"
"Cod_Exp_DecayCity_Farm_Barns_SpoilageTime.CardStatName","Filthiness","Filthiness"
"Cod_Exp_DecayCity_Farm_CardDescription"," Weeds are growing everywhere and dust is everywhere.","杂草横生，灰尘遍布。"
"Cod_Exp_DecayCity_Farm_CardInteractions[0].ActionName"," Digging","挖土"
"Cod_Exp_DecayCity_Farm_CardName"," Abandoned Farm","废弃农场"
"Cod_Exp_DecayCity_Farm_Cellar_CardDescription"," An underground room where food can be stored longer.","一个地下房间，食物在这里可以储存更久。"
"Cod_Exp_DecayCity_Farm_Cellar_CardInteractions[0].ActionName"," clean","打扫"
"Cod_Exp_DecayCity_Farm_Cellar_CardName"," cellar","地窖"
"Cod_Exp_DecayCity_Farm_Cellar_SpecialDurability1.OnFull.ActionName"," Freshness","保鲜"
"Cod_Exp_DecayCity_Farm_Cellar_SpoilageTime.CardStatName"," filthy","污秽"
"Cod_Exp_DecayCity_Farm_DismantleActions[0].ActionName"," explore","探索"
"Cod_Exp_DecayCity_Farm_ExplorationResults[0].Action.ActionName"," ExplorationResults_Farm_0.65","ExplorationResults_Farm_0.65"
"Cod_Exp_DecayCity_Farm_ExplorationResults[1].Action.ActionName"," ExplorationResults_Farm_0.5","ExplorationResults_Farm_0.5"
"Cod_Exp_DecayCity_Farm_ExplorationResults[2].Action.ActionName"," ExplorationResults_Farm_0.85","ExplorationResults_Farm_0.85"
"Cod_Exp_DecayCity_Farm_ExplorationResults[3].Action.ActionName"," Find the way to the outskirts of the jungle","找到通往丛林外围的路"
"Cod_Exp_DecayCity_Farm_ExplorationResults[4].Action.ActionName"," Cave Pool","洞穴水潭"
"Cod_Exp_DecayCity_Farm_ExplorationResults[5].Action.ActionName"," ExplorationResults_Farm_1.00","ExplorationResults_Farm_1.00"
"Cod_Exp_DecayCity_Foggy_CardDescription"," The wind defeated the withered trees, and no one answered.","风败残枯，无人应答。"
"Cod_Exp_DecayCity_Foggy_CardName"," Corruption City","腐败之城"
"Cod_Exp_DecayCity_Foggy_DismantleActions[0].ActionName"," explore","探索"
"Cod_Exp_MineOce_CardDescription"," An abandoned mining area near the sea","一个废弃的靠海矿区"
"Cod_Exp_MineOce_CardInteractions[0].ActionName"," Digging stones","挖石头"
"Cod_Exp_MineOce_CardName"," Mining Area","矿区"
"Cod_Exp_MineOce_DismantleActions[0].ActionName"," Just stroll around","随便逛逛"
"Cod_Exp_MineOce_ExplorationResults[0].Action.ActionName"," Find the way to the outskirts of the jungle","找到通往丛林外围的路"
"Cod_Exp_MineOce_ExplorationResults[1].Action.ActionName"," Find the way to the outskirts of the jungle","找到通往丛林外围的路"
"Cod_Exp_MineOce_ExplorationResults[2].Action.ActionName"," Find the way to the outskirts of the jungle","找到通往丛林外围的路"
"Cod_Exp_MineOce_ExplorationResults[3].Action.ActionName"," finnishi","finnishi"
"Cod_Exp_MineOce_MineOceCave_CardDescription"," Abandoned mine","废弃的矿洞"
"Cod_Exp_MineOce_MineOceCave_CardName"," Abandoned mine","废弃矿洞"
"Cod_Exp_MineOce_MineOceCave_DismantleActions[0].ActionName"," explore","探索"
"Cod_Exp_MineOce_MineOceCave_ExplorationResults[0].Action.ActionName"," dxz","dxz"
"Cod_Exp_MineOce_MineOceCave_ExplorationResults[1].Action.ActionName"," finnishi","finnishi"
"Cod_Exp_ModernStreet_CardDescription"," You can vaguely see the once prosperous figure .. Now it is shrouded in red mist.","可以依稀看到曾经繁华的身影..如今它被红雾所弥漫。"
"Cod_Exp_ModernStreet_CardName"," Modern Street","摩登街道"
"Cod_Exp_ModernStreet_DismantleActions[0].ActionName"," Just stroll around","随便逛逛"
"Cod_Exp_ModernStreet_ExplorationResults[0].Action.ActionName"," Just stroll around","随便逛逛"
"Cod_Exp_ModernStreet_Macy_CardDescription"," You can vaguely see the once prosperous figure ..","可以依稀看到曾经繁华的身影.."
"Cod_Exp_ModernStreet_Macy_CardName"," Macy's","梅西百货"
"Cod_Exp_ModernStreet_Macy_DismantleActions[0].ActionName"," Just stroll around","随便逛逛"
"Cod_Exp_ModernStreet_Macy_ExplorationResults[0].Action.ActionName"," Just stroll around","随便逛逛"
"Cod_Exp_ModernStreet_Macy_ExplorationResults[1].Action.ActionName"," Just stroll around","随便逛逛"
"Cod_Exp_ModernStreet_Macy_ExplorationResults[2].Action.ActionName"," Just stroll around","随便逛逛"
"Cod_Exp_ModernStreet_Macy_ExplorationResults[3].Action.ActionName"," Just stroll around","随便逛逛"
"Cod_Exp_ModernStreet_Macy_ExplorationResults[4].Action.ActionName"," Just stroll around","随便逛逛"
"Cod_Exp_ModernStreet_Macy_ExplorationResults[5].Action.ActionName"," Just stroll around","随便逛逛"
"Cod_Exp_ModernStreet_Macy_ExplorationResults[6].Action.ActionName"," Just stroll around","随便逛逛"
"Cod_Exp_ModernStreet_Macy_ExplorationResults[7].Action.ActionName"," Just stroll around","随便逛逛"
"Cod_Exp_ModernStreet_Macy_ExplorationResults[8].Action.ActionName"," Just stroll around","随便逛逛"
"Cod_Exp_ModernStreet_Macy_ExplorationResults[9].Action.ActionName"," Just stroll around","随便逛逛"
"Cod_Exp_OutBreak_NewYork_Home_CardDescription"," It was silent and quiet, with scattered newspapers floating in the air and the occasional cry of seagulls.","无声安静，零散的报纸在空中漂泊，偶尔能听到海鸥的叫声。"
"Cod_Exp_OutBreak_NewYork_Home_CardName"," port","港口"
"Cod_Exp_OutBreak_NewYork_Home_DismantleActions[0].ActionName"," explore","探索"
"Cod_Exp_OutBreak_NewYork_Home_ExplorationResults[0].Action.ActionName"," Found Jungle Outskirts","Found Jungle Outskirts"
"Cod_Exp_OutBreak_NewYork_Home_ExplorationResults[1].Action.ActionName"," Found Jungle Outskirts","Found Jungle Outskirts"
"Cod_Exp_OutBreak_NewYork_Home_ExplorationResults[2].Action.ActionName"," Deep Jungle","Deep Jungle"
"Cod_Exp_OutBreak_NewYork_Home_ExplorationResults[3].Action.ActionName"," finnishi","finnishi"
"Cod_Exp_OutBreak_NewYork_Hospital_CardDescription"," It was silent and quiet, with scattered newspapers floating in the air and the occasional cry of seagulls.","无声安静，零散的报纸在空中漂泊，偶尔能听到海鸥的叫声。"
"Cod_Exp_OutBreak_NewYork_Hospital_CardName"," Hopkins","霍普金斯"
"Cod_Exp_OutBreak_NewYork_Hospital_DismantleActions[0].ActionName"," explore","探索"
"Cod_Exp_OutBreak_NewYork_Hospital_ExplorationResults[0].Action.ActionName"," Found Jungle Outskirts","Found Jungle Outskirts"
"Cod_Exp_OutBreak_NewYork_Hospital_ExplorationResults[1].Action.ActionName"," Found Jungle Outskirts","Found Jungle Outskirts"
"Cod_Exp_OutBreak_NewYork_Hospital_ExplorationResults[2].Action.ActionName"," Deep Jungle","Deep Jungle"
"Cod_Exp_OutBreak_NewYork_Hospital_ExplorationResults[3].Action.ActionName"," finnishi","finnishi"
"Cod_Exp_OutBreak_NewYorkStreets_CardDescription"," It was silent and quiet, with scattered newspapers floating in the air and the occasional cry of seagulls.","无声安静，零散的报纸在空中漂泊，偶尔能听到海鸥的叫声。"
"Cod_Exp_OutBreak_NewYorkStreets_CardName"," Times Square","时代广场"
"Cod_Exp_OutBreak_NewYorkStreets_DismantleActions[0].ActionName"," explore","探索"
"Cod_Exp_OutBreak_NewYorkStreets_ExplorationResults[0].Action.ActionName"," Found Jungle Outskirts","Found Jungle Outskirts"
"Cod_Exp_OutBreak_NewYorkStreets_ExplorationResults[1].Action.ActionName"," Found Jungle Outskirts","Found Jungle Outskirts"
"Cod_Exp_OutBreak_NewYorkStreets_ExplorationResults[2].Action.ActionName"," Deep Jungle","Deep Jungle"
"Cod_Exp_OutBreak_NewYorkStreets_ExplorationResults[3].Action.ActionName"," finnishi","finnishi"
"Cod_Exp_ParkingLot_CardDescription"," The area was empty, with scattered newspapers floating in the air and scattered vehicles parked near the gas station.","区域空旷，零散的报纸在空中漂泊，散乱的车辆集中停在加油站附近。"
"Cod_Exp_ParkingLot_CardName"," PARKING LOT","停车场"
"Cod_Exp_ParkingLot_DismantleActions[0].ActionName"," explore","探索"
"Cod_Exp_ParkingLot_ExplorationResults[0].Action.ActionName"," ExplorationResults_Port_ParkingLot_[0.25]","ExplorationResults_Port_ParkingLot_[0.25]"
"Cod_Exp_ParkingLot_ExplorationResults[1].Action.ActionName"," ExplorationResults_Port_ParkingLot_[0.75]","ExplorationResults_Port_ParkingLot_[0.75]"
"Cod_Exp_ParkingLot_ExplorationResults[2].Action.ActionName"," ExplorationResults_Port_ParkingLot_[0.50]","ExplorationResults_Port_ParkingLot_[0.50]"
"Cod_Exp_ParkingLot_ExplorationResults[3].Action.ActionName"," ExplorationResults_Port_ParkingLot_[1.00]","ExplorationResults_Port_ParkingLot_[1.00]"
"Cod_Exp_ParkingLot_GasStation_Actions[0].ActionName","Cod_PictureChange_Exp_ParkingLot_GasStation","Cod_PictureChange_Exp_ParkingLot_GasStation"
"Cod_Exp_ParkingLot_GasStation_Actions[1].ActionNa1me","Cod_PictureChange_Exp_ParkingLot_GasStation","Cod_PictureChange_Exp_ParkingLot_GasStation"
"Cod_Exp_ParkingLot_GasStation_Actions[2].ActionNa2me","Cod_PictureChange_Exp_ParkingLot_GasStation","Cod_PictureChange_Exp_ParkingLot_GasStation"
"Cod_Exp_ParkingLot_GasStation_Actions[3].ActionNa3me","Cod_PictureChange_Exp_ParkingLot_GasStation","Cod_PictureChange_Exp_ParkingLot_GasStation"
"Cod_Exp_ParkingLot_GasStation_Actions[4].ActionNa4me","Cod_PictureChange_Exp_ParkingLot_GasStation","Cod_PictureChange_Exp_ParkingLot_GasStation"
"Cod_Exp_ParkingLot_GasStation_Actions[5].ActionNa5me","Cod_PictureChange_Exp_ParkingLot_GasStation","Cod_PictureChange_Exp_ParkingLot_GasStation"
"Cod_Exp_ParkingLot_GasStation_Actions[6].ActionNa6me","Cod_PictureChange_Exp_ParkingLot_GasStation","Cod_PictureChange_Exp_ParkingLot_GasStation"
"Cod_Exp_ParkingLot_GasStation_Actions[7].ActionNa7me","Cod_PictureChange_Exp_ParkingLot_GasStation","Cod_PictureChange_Exp_ParkingLot_GasStation"
"Cod_Exp_ParkingLot_GasStation_CardDescription"," There is overgrown weeds nearby. \n\n Looks like it's been abandoned for a long time.","附近荒草丛生。\n\n看起来已废弃很久。"
"Cod_Exp_ParkingLot_GasStation_CardName"," Gas station","加油站"
"Cod_Exp_ParkingLot_GasStation_DismantleActions[0].ActionName"," explore","探索"
"Cod_Exp_ParkingLot_GasStation_ExplorationResults[0].Action.ActionName"," ExplorationResults_Port_ParkingLot_[0.25]","ExplorationResults_Port_ParkingLot_[0.25]"
"Cod_Exp_ParkingLot_GasStation_ExplorationResults[1].Action.ActionName"," ExplorationResults_Port_ParkingLot_[0.75]","ExplorationResults_Port_ParkingLot_[0.75]"
"Cod_Exp_ParkingLot_GasStation_ExplorationResults[2].Action.ActionName"," ExplorationResults_Port_ParkingLot_[0.50]","ExplorationResults_Port_ParkingLot_[0.50]"
"Cod_Exp_ParkingLot_GasStation_ExplorationResults[3].Action.ActionName"," ExplorationResults_Port_ParkingLot_[1.00]","ExplorationResults_Port_ParkingLot_[1.00]"
"Cod_Exp_Port_CardDescription"," It was silent and quiet, with scattered newspapers floating in the air and the occasional cry of seagulls.","无声安静，零散的报纸在空中漂泊，偶尔能听到海鸥的叫声。"
"Cod_Exp_Port_CardName"," port","港口"
"Cod_Exp_Port_ContainerArea_CardDescription"," It was silent and quiet, with scattered newspapers floating in the air and the occasional cry of seagulls.","无声安静，零散的报纸在空中漂泊，偶尔能听到海鸥的叫声。"
"Cod_Exp_Port_ContainerArea_CardName"," port","港口"
"Cod_Exp_Port_ContainerArea_DismantleActions[0].ActionName"," explore","探索"
"Cod_Exp_Port_ContainerArea_ExplorationResults[0].Action.ActionName"," Found Jungle Outskirts","Found Jungle Outskirts"
"Cod_Exp_Port_ContainerArea_ExplorationResults[1].Action.ActionName"," Found Jungle Outskirts","Found Jungle Outskirts"
"Cod_Exp_Port_ContainerArea_ExplorationResults[2].Action.ActionName"," Deep Jungle","Deep Jungle"
"Cod_Exp_Port_ContainerArea_ExplorationResults[3].Action.ActionName"," finnishi","finnishi"
"Cod_Exp_Port_DismantleActions[0].ActionName"," Just stroll around","随便逛逛"
"Cod_Exp_Port_Eleven_CardDescription"," There were signs of human damage at the entrance, and perhaps there were still some scattered supplies.","门口有着被人为破坏的痕迹，也许仍有零星的物资。"
"Cod_Exp_Port_Eleven_CardName"," Eleven","Eleven"
"Cod_Exp_Port_Eleven_DismantleActions[0].ActionName"," explore","探索"
"Cod_Exp_Port_Eleven_ExplorationResults[0].Action.ActionName","Exp_Pharmacy_DropGoodShelves_One","Exp_Pharmacy_DropGoodShelves_One"
"Cod_Exp_Port_Eleven_ExplorationResults[1].Action.ActionName"," Exp_Pharmacy_DropGoodShelves_Two","Exp_Pharmacy_DropGoodShelves_Two"
"Cod_Exp_Port_Eleven_ExplorationResults[2].Action.ActionName"," Exp_Pharmacy_DropGoodShelves_Three","Exp_Pharmacy_DropGoodShelves_Three"
"Cod_Exp_Port_Eleven_ExplorationResults[3].Action.ActionName"," Exp_Pharmacy_DropGoodShelves_Four","Exp_Pharmacy_DropGoodShelves_Four"
"Cod_Exp_Port_Eleven_ExplorationResults[4].Action.ActionName"," Exp_Pharmacy_Zombie_0.3","Exp_Pharmacy_Zombie_0.3"
"Cod_Exp_Port_Eleven_ExplorationResults[5].Action.ActionName"," Exp_Pharmacy_Zombie_0.95","Exp_Pharmacy_Zombie_0.95"
"Cod_Exp_Port_ExplorationResults[0].Action.ActionName"," Find the way to the outskirts of the jungle","找到通往丛林外围的路"
"Cod_Exp_Port_ExplorationResults[1].Action.ActionName"," Find the way to the outskirts of the jungle","找到通往丛林外围的路"
"Cod_Exp_Port_ExplorationResults[2].Action.ActionName"," Exp_Port_ExplorationResults[2]","Exp_Port_ExplorationResults[2]"
"Cod_Exp_Port_ExplorationResults[3].Action.ActionName"," Exp_Port_ExplorationResults[4]","Exp_Port_ExplorationResults[4]"
"Cod_Exp_Port_Foggy_TypeOne_CardDescription"," The white mist blowing in from the seaside filled the entire port.","从海边吹袭来的白色雾气弥漫在港口各处。"
"Cod_Exp_Port_Foggy_TypeOne_CardName"," port","港口"
"Cod_Exp_Port_Foggy_TypeOne_DismantleActions[0].ActionName"," explore","探索"
"Cod_Exp_Port_Foggy_TypeTwo_CardDescription"," The white mist blowing in from the seaside filled the entire port.","从海边吹袭来的白色雾气弥漫在港口各处。"
"Cod_Exp_Port_Foggy_TypeTwo_CardName"," port","港口"
"Cod_Exp_Port_Foggy_TypeTwo_DismantleActions[0].ActionName"," explore","探索"
"Cod_Exp_Port_Infected_CardDescription"," Red mist filled the air and there was dead silence.","红色的雾气四处弥漫，死寂无声。"
"Cod_Exp_Port_Infected_CardName"," port","港口"
"Cod_Exp_Port_Infected_DismantleActions[0].ActionName"," explore","探索"
"Cod_Exp_Port_Pharmacy_CardDescription"," There were signs of human damage at the entrance, and perhaps there were still some scattered supplies.","门口有着被人为破坏的痕迹，也许仍有零星的物资。"
"Cod_Exp_Port_Pharmacy_CardName"," Sustainability","维生"
"Cod_Exp_Port_Pharmacy_DismantleActions[0].ActionName"," Just stroll around","随便逛逛"
"Cod_Exp_Port_Pharmacy_ExplorationResults[0].Action.ActionName","Exp_Pharmacy_DropGoodShelves_One","Exp_Pharmacy_DropGoodShelves_One"
"Cod_Exp_Port_Pharmacy_ExplorationResults[1].Action.ActionName"," Exp_Pharmacy_DropGoodShelves_Two","Exp_Pharmacy_DropGoodShelves_Two"
"Cod_Exp_Port_Pharmacy_ExplorationResults[2].Action.ActionName"," Exp_Pharmacy_DropGoodShelves_Three","Exp_Pharmacy_DropGoodShelves_Three"
"Cod_Exp_Port_Pharmacy_ExplorationResults[3].Action.ActionName"," Exp_Pharmacy_DropGoodShelves_Four","Exp_Pharmacy_DropGoodShelves_Four"
"Cod_Exp_Port_PortBeach_CardDescription"," The blood floated in the air with the sea breeze.","血腥随着海风在空中飘荡。"
"Cod_Exp_Port_PortBeach_CardName"," Strait","海峡"
"Cod_Exp_Port_PortBeach_DismantleActions[0].ActionName"," explore","探索"
"Cod_Exp_Port_PortBeach_ExplorationResults[0].Action.ActionName"," YoYo_StepOne","YoYo_StepOne"
"Cod_Exp_Port_PortBeach_ExplorationResults[1].Action.ActionName"," StepTwo","StepTwo"
"Cod_Exp_Port_PortBeach_ExplorationResults[2].Action.ActionName"," YoYo_StepThree","YoYo_StepThree"
"Cod_Exp_Port_PortBeach_ExplorationResults[3].Action.ActionName"," YoYo_StepFour","YoYo_StepFour"
"Cod_Exp_Port_PortBeach_ExplorationResults[4].Action.ActionName"," YoYo_StepFive","YoYo_StepFive"
"Cod_Exp_Port_PortBeach_ExplorationResults[5].Action.ActionName"," YoYo_StepSix","YoYo_StepSix"
"Cod_Exp_Port_PortBeach_ExplorationResults[6].Action.ActionName"," YoYo_StepSeven","YoYo_StepSeven"
"Cod_Exp_Port_PortBeach_ExplorationResults[7].Action.ActionName"," PortBeachComplete","PortBeachComplete"
"Cod_Exp_Port_PortBeach_Foggy_TypeOne_CardDescription"," There is sea fog floating near the strait.","海峡附近有海雾飘荡。"
"Cod_Exp_Port_PortBeach_Foggy_TypeOne_CardName"," Strait","海峡"
"Cod_Exp_Port_PortBeach_Foggy_TypeOne_DismantleActions[0].ActionName"," explore","探索"
"Cod_Exp_Port_PortBeach_Foggy_TypeTwo_CardDescription"," There is sea fog floating near the strait.","海峡附近有海雾飘荡。"
"Cod_Exp_Port_PortBeach_Foggy_TypeTwo_CardName"," Strait","海峡"
"Cod_Exp_Port_PortBeach_Foggy_TypeTwo_DismantleActions[0].ActionName"," explore","探索"
"Cod_Exp_Port_PortShip_Cabins_CardDescription"," A moment of peace in the storm outside the boat.","船外风暴中片刻的安宁。"
"Cod_Exp_Port_PortShip_Cabins_CardName"," Cabin","船舱"
"Cod_Exp_Port_PortShip_Cabins_DismantleActions[0].ActionName"," explore","探索"
"Cod_Exp_Port_PortShip_Cabins_ExplorationResults[0].Action.ActionName"," Box","Box"
"Cod_Exp_Port_PortShip_Cabins_ExplorationResults[1].Action.ActionName"," YoYo","YoYo"
"Cod_Exp_Port_PortShip_Cabins_ExplorationResults[2].Action.ActionName"," YoYo","YoYo"
"Cod_Exp_Port_PortShip_Cabins_ExplorationResults[3].Action.ActionName"," YoYo","YoYo"
"Cod_Exp_Port_PortShip_Cabins_ExplorationResults[4].Action.ActionName"," ExploreComplete","ExploreComplete"
"Cod_Exp_Port_PortShip_CardDescription"," Red rust is all over the hull.","红色锈迹遍布于整个船体。"
"Cod_Exp_Port_PortShip_CardInteractions[0].ActionName"," Take a photo","照照片"
"Cod_Exp_Port_PortShip_CardName"," Ship","轮船"
"Cod_Exp_Port_PortShip_DismantleActions[0].ActionName"," Just stroll around","随便逛逛"
"Cod_Exp_Port_PortShip_ExplorationResults[0].Action.ActionName"," Find the way to the outskirts of the jungle","找到通往丛林外围的路"
"Cod_Exp_Port_PortShip_ExplorationResults[1].Action.ActionName"," Find the way to the outskirts of the jungle","找到通往丛林外围的路"
"Cod_Exp_Port_PortShip_ExplorationResults[2].Action.ActionName"," Find the way to the outskirts of the jungle","找到通往丛林外围的路"
"Cod_Exp_Port_PortShip_ExplorationResults[3].Action.ActionName"," Find the way to the outskirts of the jungle","找到通往丛林外围的路"
"Cod_Exp_Port_PortShip_ExplorationResults[4].Action.ActionName"," finnishi","finnishi"
"Cod_Exp_Port_SeaKing_CardDescription"," Incomplete fish were scattered everywhere and processing equipment could be seen everywhere.","残缺不全的鱼类散落各处，加工器械随处可见。"
"Cod_Exp_Port_SeaKing_CardName"," Neptune","海王"
"Cod_Exp_Port_SeaKing_DismantleActions[0].ActionName"," explore","探索"
"Cod_Exp_Port_SeaKing_ExplorationResults[0].Action.ActionName",1,1
"Cod_Exp_Port_SeaKing_ExplorationResults[1].Action.ActionName",2,2
"Cod_Exp_Port_SeaKing_ExplorationResults[2].Action.ActionName",3,3
"Cod_Exp_Port_SeaKing_ExplorationResults[3].Action.ActionName",4,4
"Cod_Exp_Port_SeaKing_ExplorationResults[4].Action.ActionName",5,5
"Cod_Exp_Port_SeaKing_ExplorationResults[5].Action.ActionName",6,6
"Cod_Exp_Port_SeaKing_ExplorationResults[6].Action.ActionName",7,7
"Cod_Exp_Port_SeaKing_Forecourt_CardDescription"," It was quiet all around, with steel bars and iron sheets covered in rust. \n\n A sign nearby reads: Neptune Industries.","四周寂静无声，钢筋铁皮锈迹遍布。\n\n附近的标识牌写着：海王工业。"
"Cod_Exp_Port_SeaKing_Forecourt_DismantleActions[0].ActionName"," explore","探索"
"Cod_Exp_Port_SeaKing_Forecourt_ExplorationResults[0].Action.ActionName"," YoYo_StepOne","YoYo_StepOne"
"Cod_Exp_Port_Sewer_CardDescription"," Strange algae are everywhere, and the water has a strange red color.","异状的藻类遍布各处，水体呈现异样的红色。"
"Cod_Exp_Port_Sewer_DismantleActions[0].ActionName"," explore","探索"
"Cod_Exp_Port_Sewer_ExplorationResults[0].Action.ActionName"," Exp_Port_Sewer_One_ActionName","Exp_Port_Sewer_One_ActionName"
"Cod_Exp_Port_Sewer_ExplorationResults[1].Action.ActionName"," Exp_Port_Sewer_Two_ActionName","Exp_Port_Sewer_Two_ActionName"
"Cod_Exp_Port_Sewer_ExplorationResults[2].Action.ActionName",,
"Cod_Exp_Port_Sewer_ExplorationResults[3].Action.ActionName",,
"Cod_Exp_Port_Sewer_ExplorationResults[4].Action.ActionName",,
"Cod_Exp_Port_Sewer_ExplorationResults[5].Action.ActionName",,
"Cod_Exp_SawMill_CardDescription"," A large processing plant with all kinds of heavy equipment.","一个大型的加工工厂，各种重型器械遍布。"
"Cod_Exp_SawMill_CardName"," Sawmill","锯木厂"
"Cod_Exp_SawMill_DismantleActions[0].ActionName"," Just stroll around","随便逛逛"
"Cod_Exp_SawMill_ExplorationResults[0].Action.ActionName"," Find the way to the outskirts of the jungle","找到通往丛林外围的路"
"Cod_Exp_SawMill_ExplorationResults[0].Action.ActionName"," Find the way to the outskirts of the jungle","找到通往丛林外围的路"
"Cod_Exp_SawMill_ExplorationResults[1].Action.ActionName",,
