Key,English,Chinese,IsDuplicate,IsNotCardKey,IsGameKey,CardDefault,SimpEn-English,SimpEn-Chinese,SimpCn-English,SimpCn-Chinese
Cod_Gs_PoulationDensity_Seagull_Port_Statuses[2].GameName,,海鸥之灾,,,,海鸥之灾,,,,
Cod_Gs_Rains_BodyStrength_Description,,身体各项的综合素质。,,,,身体各项的综合素质。,,,,
Cod_Gs_Rains_BodyStrength_GameName,,身体强度,,,,身体强度,,,,
Cod_Gs_Rains_BodyStrength_Statuses[0].GameName,,小有所成,,,,小有所成,,,,
Cod_Gs_Rains_BodyStrength_Statuses[1].GameName,,强健体魄,,,,强健体魄,,,,
Cod_Gs_Rains_BodyStrength_Statuses[2].GameName,,身形皆具,,,,身形皆具,,,,
Cod_Gs_Rains_BodyStrength_Statuses[3].GameName,,奥林匹克,,,,奥林匹克,,,,
Cod_Gs_Ruins_DisasterBeason_StartJourneyCounter_GameName,,DisasterBeason_ToShipCounter,,,,DisasterBeason_ToShipCounter,,,,
Cod_Gs_Ruins_GoldCoins_GameName,,金币值,,,,金币值,,,,
Cod_Gs_Ruins_GoldCoins_NotEnoughText,,可用金币值不足。,,,,可用金币值不足。,,,,
Cod_Gs_Ruins_MapCount_DecayCity_GameName,,Gs_Ruins_MapCount_DecayCity,,,,Gs_Ruins_MapCount_DecayCity,,,,
Cod_Gs_Ruins_MapCount_GameName,,Ruins_MapCount,,,,Ruins_MapCount,,,,
Cod_Gs_Ruins_MapCount_OutSide_GameName,,Gs_Ruins_MapCount_OutSide,,,,Gs_Ruins_MapCount_OutSide,,,,
Cod_Gs_Ruins_Skill_Locksmithing_Description,,对于各类锁具解法的技术程度。,,,,对于各类锁具解法的技术程度。,,,,
Cod_Gs_Ruins_Skill_Locksmithing_GameName,,开锁,,,,开锁,,,,
Cod_Gs_Ruins_Skill_Locksmithing_NotEnoughText,,需要更高的开锁技能,,,,需要更高的开锁技能,,,,
Cod_Gs_Ruins_TimeCount_GameName,,Gs_Ruins_TimeCount,,,,Gs_Ruins_TimeCount,,,,
Cod_Gs_Ruins_TimeDayCount_GameName,,Gs_Ruins_TimeDayCount,,,,Gs_Ruins_TimeDayCount,,,,
Cod_Gs_Ruins_Visibility_Description,,地区的可视程度。,,,,地区的可视程度。,,,,
Cod_Gs_Ruins_Visibility_GameName,,能见度,,,,能见度,,,,
Cod_Gs_Ruins_Visibility_NotEnoughText,,附近的能见度太低了..,,,,附近的能见度太低了..,,,,
Cod_Gs_Ruins_ZombieInfectivity_Antibody_Description,,身体对感染的抵抗能力。,,,,身体对感染的抵抗能力。,,,,
Cod_Gs_Ruins_ZombieInfectivity_Antibody_GameName,,抗体,,,,抗体,,,,
Cod_Gs_Ruins_ZombieInfectivity_Antibody_Statuses[0].GameName,,濒临破碎,,,,濒临破碎,,,,
Cod_Gs_Ruins_ZombieInfectivity_Antibody_Statuses[1].GameName,,微弱平衡,,,,微弱平衡,,,,
Cod_Gs_Ruins_ZombieInfectivity_Antibody_Statuses[2].GameName,,稳定共生,,,,稳定共生,,,,
Cod_Gs_Ruins_ZombieInfectivity_Antibody_Statuses[3].GameName,,基因兼容,,,,基因兼容,,,,
Cod_Gs_Ruins_ZombieInfectivity_Antibody_Statuses[4].GameName,,生物兵器,,,,生物兵器,,,,
Cod_Gs_Ruins_ZombieInfectivity_Antibody_Statuses[5].GameName,,血疫之心,,,,血疫之心,,,,
Cod_Gs_Ruins_ZombieInfectivity_Description,,在一切还来得及之前..,,,,在一切还来得及之前..,,,,
Cod_Gs_Ruins_ZombieInfectivity_GameName,,感染度,,,,感染度,,,,
Cod_Gs_Ruins_ZombieInfectivity_Statuses[0].Description,,感觉自己开始发烧了..,,,,感觉自己开始发烧了..,,,,
Cod_Gs_Ruins_ZombieInfectivity_Statuses[0].GameName,,轻度感染,,,,轻度感染,,,,
Cod_Gs_Ruins_ZombieInfectivity_Statuses[1].Description,,全身感觉没有力气..,,,,全身感觉没有力气..,,,,
Cod_Gs_Ruins_ZombieInfectivity_Statuses[1].GameName,,中度感染,,,,中度感染,,,,
Cod_Gs_Ruins_ZombieInfectivity_Statuses[2].Description,,咳咳咳...,,,,咳咳咳...,,,,
Cod_Gs_Ruins_ZombieInfectivity_Statuses[2].GameName,,高度感染,,,,高度感染,,,,
Cod_Gs_Ruins_ZombieInfectivity_Statuses[3].Description,,前面一片血色..,,,,前面一片血色..,,,,
Cod_Gs_Ruins_ZombieInfectivity_Statuses[3].GameName,,重度感染,,,,重度感染,,,,
Cod_Gs_Ruins_ZombieInfectivity_Statuses[4].GameName,,僵尸化,,,,僵尸化,,,,
Cod_Gs_Skill_SurvivalKnowledge_Description,,对野外求生相关知识的掌握程度。,,,,对野外求生相关知识的掌握程度。,,,,
Cod_Gs_Skill_SurvivalKnowledge_GameName,,求生知识,,,,求生知识,,,,
Cod_Gs_SmallTown_SignalTower_AccessCount_GameName,,Gs_SmallTown_SignalTower_AccessCount,,,,Gs_SmallTown_SignalTower_AccessCount,,,,
Cod_Gs_SmallTown_SignalTower_AccessCount_NotEnoughText,,需要找到方法爬上去..,,,,需要找到方法爬上去..,,,,
Cod_Gs_SpecialEvent_BigBen_BeatTimeCount_GameName,,Gs_SpecialEvent_BigBen_BeatTimeCount,,,,Gs_SpecialEvent_BigBen_BeatTimeCount,,,,
Cod_Gs_SpecialEvent_Foggy_DecayCity_Count_GameName,,Gs_SpecialEvent_Foggy_DecayCity_Count,,,,Gs_SpecialEvent_Foggy_DecayCity_Count,,,,
Cod_Gs_SpecialEvent_Foggy_DecayCity_Count_Statuses[0].GameName,,迷雾蔓延,,,,迷雾蔓延,,,,
Cod_Gs_SpecialEvent_Foggy_DecayCity_PersistentCount_GameName,,Gs_SpecialEvent_Foggy_DecayCity_PersistentCount,,,,Gs_SpecialEvent_Foggy_DecayCity_PersistentCount,,,,
Cod_Gs_SpecialEvent_Foggy_DecayCity_PersistentCount_NotEnoughText,,迷雾逐渐退散了..,,,,迷雾逐渐退散了..,,,,
Cod_Gs_SpecialEvent_Foggy_DegreeFog_Description,,地区的迷雾程度。,,,,地区的迷雾程度。,,,,
Cod_Gs_SpecialEvent_Foggy_DegreeFog_GameName,,迷雾,,,,迷雾,,,,
Cod_Gs_SpecialEvent_Foggy_DegreeFog_Statuses[0].GameName,,迷雾弥漫,,,,迷雾弥漫,,,,
Cod_Gs_SpecialEvent_Foggy_DegreeFog_Statuses[1].GameName,,迷雾弥漫,,,,迷雾弥漫,,,,
Cod_Gs_SpecialEvent_Foggy_DegreeFog_Statuses[2].GameName,,迷雾弥漫,,,,迷雾弥漫,,,,
Cod_Gs_SpecialEvent_Foggy_DegreeFog_Statuses[3].GameName,,迷雾弥漫,,,,迷雾弥漫,,,,
Cod_Gs_SpecialEvent_Foggy_DegreeFog_Statuses[4].GameName,,迷雾弥漫,,,,迷雾弥漫,,,,
Cod_Gs_SpecialEvent_Foggy_Port_Count_GameName,,Gs_SpecialEvent_Foggy_Port_Count,,,,Gs_SpecialEvent_Foggy_Port_Count,,,,
Cod_Gs_SpecialEvent_Foggy_Port_PersistentCount_GameName,,Gs_SpecialEvent_Foggy_Port_PersistentCount,,,,Gs_SpecialEvent_Foggy_Port_PersistentCount,,,,
Cod_Gs_SpecialEvent_Foggy_Port_PersistentCount_NotEnoughText,,迷雾逐渐退散了..,,,,迷雾逐渐退散了..,,,,
Cod_Gs_SpecialEvent_Foggy_Port_PresenceCount_GameName,,Gs_SpecialEvent_Foggy_Port_PresenceCount,,,,Gs_SpecialEvent_Foggy_Port_PresenceCount,,,,
Cod_Gs_SpecialEvent_Foggy_Port_PresenceCount_NotEnoughText,,海雾尚未蔓延至该地区。,,,,海雾尚未蔓延至该地区。,,,,
Cod_Gs_SpecialEvent_Foggy_PortBeach_PresenceCount_GameName,,Gs_SpecialEvent_Foggy_PortBeach_PresenceCount,,,,Gs_SpecialEvent_Foggy_PortBeach_PresenceCount,,,,
Cod_Gs_SpecialEvent_Foggy_PortBeach_PresenceCount_NotEnoughText,,海雾尚未蔓延至该地区。,,,,海雾尚未蔓延至该地区。,,,,
Cod_Gs_SpecialWeapon_UnLock_IncendiaryBottle_GameName,,Gs_SpecialWeapon_UnLock_IncendiaryBottle,,,,Gs_SpecialWeapon_UnLock_IncendiaryBottle,,,,
Cod_Gs_SpecialWeapon_UnLock_IncendiaryBottle_NotEnoughText,,需要更高燃烧瓶制作熟练度,,,,需要更高燃烧瓶制作熟练度,,,,
Cod_Gs_StartingItem_HumanNecklace_GameName,,StartingItem_HumanNecklace,,,,StartingItem_HumanNecklace,,,,
Cod_Gs_Vehicle_AssaultVehicleBehaviorCount_GameName,,Gs_Vehicle_AssaultVehicleBehaviorCount,,,,Gs_Vehicle_AssaultVehicleBehaviorCount,,,,
Cod_Gs_Vultures_FlyDownCount_GameName,,Vultures_FlyDownCount,,,,Vultures_FlyDownCount,,,,
Cod_Gs_Vultures_FlyDownCount_RestrictionsCounter_GameName,,Vultures_FlyDownCount,,,,Vultures_FlyDownCount,,,,
Cod_Gs_ZombiePresenceCounter_GameName,,Gs_ZombiePresenceCounter,,,,Gs_ZombiePresenceCounter,,,,
Cod_Gs_ZombieSiegeBattle_AerialBombardmentCount_GameName,,Gs_ZombieSiegeBattle_AerialBombardmentCount,,,,Gs_ZombieSiegeBattle_AerialBombardmentCount,,,,
Cod_Gs_ZombieSiegeBattle_ZombieSiegeBattleCount_GameName,,Gs_ZombieSiegeBattle_ZombieSiegeBattleCount,,,,Gs_ZombieSiegeBattle_ZombieSiegeBattleCount,,,,
Cod_Lq_InfectedBlood_CardDescription,,液体间有丝状物浮动。,,,,液体间有丝状物浮动。,,,,
Cod_Lq_InfectedBlood_CardName,,红水,,,,红水,,,,
Cod_Lq_InfectedBlood_DismantleActions[0].ActionName,,饮用,,,,饮用,,,,
Cod_Nc_AirDrop_LevelOne_CardDescription,,箱上有着WERO识别码，高度密封。,,,,箱上有着WERO识别码，高度密封。,,,,
Cod_Nc_AirDrop_LevelOne_CardInteractions[0].ActionName,,强拆,,,,强拆,,,,
Cod_Nc_AirDrop_LevelOne_CardInteractions[1].ActionName,,解锁,,,,解锁,,,,
Cod_Nc_AirDrop_LevelOne_CardInteractions[1].RequiredReceivingDurabilities.FailMessage,,锁已经被打开了,,,,锁已经被打开了,,,,
Cod_Nc_AirDrop_LevelOne_CardName,,<color=#FFFF00>空投</color>,,,,<color=#FFFF00>空投</color>,,,,
Cod_Nc_AirDrop_LevelOne_DismantleActions[0].ActionName,,打开,,,,打开,,,,
Cod_Nc_AirDrop_LevelOne_DismantleActions[0].FadeMessage,,空投未解封,,,,空投未解封,,,,
Cod_Nc_Antidote_ACGTest_CardDescription,,来源不明，背后有一个三角形的图案。,,,,来源不明，背后有一个三角形的图案。,,,,
Cod_Nc_Antidote_ACGTest_CardName,,ACG试验剂,,,,ACG试验剂,,,,
Cod_Nc_Antidote_ACGTest_DismantleActions[0].ActionName,,注射,,,,注射,,,,
Cod_Nc_Antidote_CardDescription,,"仅存的希望,,多一点点的时间..",,,,"仅存的希望,,多一点点的时间..",,,,
Cod_Nc_Antidote_CardName,,解毒剂,,,,解毒剂,,,,
Cod_Nc_Antidote_DismantleActions[0].ActionName,,注射,,,,注射,,,,
Cod_Nc_Bandage_CardDescription,,经过简单处理后的包扎绷带。,,,,经过简单处理后的包扎绷带。,,,,
Cod_Nc_Bandage_CardName,,绷带,,,,绷带,,,,
Cod_Nc_Bandage_MedicalBandages_CardDescription,,散发着淡淡消毒水的味道。,,,,散发着淡淡消毒水的味道。,,,,
Cod_Nc_Bandage_MedicalBandages_CardName,,<color=#00BFFF>医用绷带</color>,,,,<color=#00BFFF>医用绷带</color>,,,,
Cod_Nc_Base_IronPillar_CardDescription,,海岸边境上的铁柱。\n\n黄棕色锈迹上爬满了红色丝状植株。,,,,海岸边境上的铁柱。\n\n黄棕色锈迹上爬满了红色丝状植株。,,,,
Cod_Nc_Base_IronPillar_CardInteractions[0].ActionName,,切割,,,,切割,,,,
Cod_Nc_Base_IronPillar_CardInteractions[1].ActionName,,切割,,,,切割,,,,
Cod_Nc_Base_IronPillar_CardInteractions[2].ActionName,,处理,,,,处理,,,,
Cod_Nc_Base_IronPillar_CardInteractions[3].ActionName,,处理,,,,处理,,,,
Cod_Nc_Base_IronPillar_CardInteractions[5].ActionName,,处理,,,,处理,,,,
Cod_Nc_Base_IronPillar_DismantleActions[0].ActionName,,取下,,,,取下,,,,
Cod_Nc_Base_IronPillar_FailMessage,,铁柱表面仅有少量红丝。,,,,铁柱表面仅有少量红丝。,,,,
Cod_Nc_Base_IronPillar_NotEnoughText,,铁柱表面的红色丝状物很少。,,,,铁柱表面的红色丝状物很少。,,,,
Cod_Nc_Base_Organizer_CardDescription*,,塑料简易缝合而成的收纳盒。\n\n可以保护存储物不受其他因素干扰。,,,,塑料简易缝合而成的收纳盒。\n\n可以保护存储物不受其他因素干扰。,,,,
Cod_Nc_Base_Organizer_CardName*,,储物箱,,,,储物箱,,,,
Cod_Nc_Base_Organizer_DismantleActions[0].ActionName,,放置,,,,放置,,,,
Cod_Nc_Base_Organizer_Location_CardDescription*,,塑料简易缝合而成的收纳盒。\n\n可以保护存储物不受其他因素干扰。,,,,塑料简易缝合而成的收纳盒。\n\n可以保护存储物不受其他因素干扰。,,,,
Cod_Nc_Base_Organizer_Location_CardName*,,储物箱,,,,储物箱,,,,
Cod_Nc_Base_Organizer_Location_DismantleActions[0].ActionName,,放置,,,,放置,,,,
Cod_Nc_Base_PhotoWall_CardDescription,,上面有着很多照片。,,,,上面有着很多照片。,,,,
Cod_Nc_Base_PhotoWall_Girl_CardDescription,,一位小女孩的照片，旁边有着模糊不清的字迹：安娜....在戴森街24号失踪——,,,,一位小女孩的照片，旁边有着模糊不清的字迹：安娜....在戴森街24号失踪——,,,,
Cod_Nc_Base_PlasticTent_ActionName,,拆散,,,,拆散,,,,
Cod_Nc_Base_PlasticTent_CardDescription,,一个临时搭建的家。\n\n末世之中一个宁静栖息地。,,,,一个临时搭建的家。\n\n末世之中一个宁静栖息地。,,,,
Cod_Nc_Base_PlasticTent_CardName,,帐篷,,,,帐篷,,,,
Cod_Nc_Base_PlasticTent_DismantleActions[0].ActionName,,短休,,,,短休,,,,
Cod_Nc_Base_PlasticTent_DismantleActions[0].FadeMessage,,Taking a nap...,,,,Taking a nap...,,,,
Cod_Nc_Base_PlasticTent_DismantleActions[0].StatInterruptions[1].Notification,,I'm too thirsty to sleep...,,,,I'm too thirsty to sleep...,,,,
Cod_Nc_Base_PlasticTent_DismantleActions[0].StatInterruptions[2].Notification,,I'm too hot to sleep...,,,,I'm too hot to sleep...,,,,
Cod_Nc_Base_PlasticTent_DismantleActions[0].StatInterruptions[3].Notification,,I'm too cold to sleep...,,,,I'm too cold to sleep...,,,,
Cod_Nc_Base_PlasticTent_DismantleActions[0].StatInterruptions[4].Notification,,I'm losing too much blood...,,,,I'm losing too much blood...,,,,
Cod_Nc_Base_PlasticTent_DismantleActions[0].StatInterruptions[5].Notification,,I'm not feeling well...,,,,I'm not feeling well...,,,,
Cod_Nc_Base_PlasticTent_DismantleActions[0].StatInterruptions[6].Notification,,I'm not feeling well...,,,,I'm not feeling well...,,,,
Cod_Nc_Base_PlasticTent_DismantleActions[1].ActionName,,睡眠,,,,睡眠,,,,
Cod_Nc_Base_PlasticTent_DismantleActions[1].FadeMessage,,Sleeping...,,,,Sleeping...,,,,
Cod_Nc_Base_PlasticTent_DismantleActions[1].StatInterruptions[1].Notification,,I'm too thirsty to sleep...,,,,I'm too thirsty to sleep...,,,,
Cod_Nc_Base_PlasticTent_DismantleActions[1].StatInterruptions[2].Notification,,I'm too hot to sleep...,,,,I'm too hot to sleep...,,,,
Cod_Nc_Base_PlasticTent_DismantleActions[1].StatInterruptions[3].Notification,,I'm too cold to sleep...,,,,I'm too cold to sleep...,,,,
Cod_Nc_Base_PlasticTent_DismantleActions[1].StatInterruptions[4].Notification,,I'm losing too much blood...,,,,I'm losing too much blood...,,,,
Cod_Nc_Base_PlasticTent_DismantleActions[1].StatInterruptions[5].Notification,,I'm not feeling well...,,,,I'm not feeling well...,,,,
Cod_Nc_Base_PlasticTent_DismantleActions[1].StatInterruptions[6].Notification,,I'm not feeling well...,,,,I'm not feeling well...,,,,
Cod_Nc_BasicMaterial_Electrical_Wires_CardDescription,,工业电缆，适用于各类应用场合。,,,,工业电缆，适用于各类应用场合。,,,,
Cod_Nc_BasicMaterial_Electrical_Wires_CardName,,电缆,,,,电缆,,,,
Cod_Nc_BasicMaterial_IndustrialMaterials_CardDescription,,可塑性较高的工业材料。,,,,可塑性较高的工业材料。,,,,
Cod_Nc_BasicMaterial_IndustrialMaterials_CardName,,铁制材料,,,,铁制材料,,,,
Cod_Nc_BasicMaterial_Iron_MetalChip_CardDescription,,一份来自不同器械的金属贴片。,,,,一份来自不同器械的金属贴片。,,,,
Cod_Nc_BasicMaterial_Iron_MetalChip_CardInteractions,,磨合,,,,磨合,,,,
Cod_Nc_BasicMaterial_Iron_MetalChip_CardName,,铁片,,,,铁片,,,,
Cod_Nc_BasicMaterial_Iron_MetalParts_CardDescription,,一些散装的器械零件。,,,,一些散装的器械零件。,,,,
Cod_Nc_BasicMaterial_Iron_MetalParts_CardName,,零件,,,,零件,,,,
Cod_Nc_BasicMaterial_Iron_Nails_CardDescription,,一根锈迹斑驳的铁制钉。,,,,一根锈迹斑驳的铁制钉。,,,,
Cod_Nc_BasicMaterial_Iron_Nails_CardName,,铁钉,,,,铁钉,,,,
Cod_Nc_BasicMaterial_LeatherFragments_CardDescription,,来源各处的皮革碎片。\n\n将其拼接也许仍有一用。,,,,来源各处的皮革碎片。\n\n将其拼接也许仍有一用。,,,,
Cod_Nc_BasicMaterial_LeatherFragments_CardName,,皮革碎片,,,,皮革碎片,,,,
Cod_Nc_BasicMaterial_Plastics_CardDescription,,工业塑料圈。\n常用于多种场合。,,,,工业塑料圈。\n常用于多种场合。,,,,
Cod_Nc_BasicMaterial_Plastics_CardName,,塑料,,,,塑料,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CardDescription,,火焰附着在轮胎表面稳定灼烧着。,,,,火焰附着在轮胎表面稳定灼烧着。,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[0].ActionName,,Bat,,,,Bat,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[1].ActionName,,Bird,,,,Bird,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[10].ActionName,,Boiling Water,,,,Boiling Water,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[11].ActionName,,Boiling Yam,,,,Boiling Yam,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[12].ActionName,,Bonefish,,,,Bonefish,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[13].ActionName,,Butter Baked Oysters,,,,Butter Baked Oysters,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[14].ActionName,,Candied Ginger,,,,Candied Ginger,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[15].ActionName,,Charred Remains,,,,Charred Remains,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[15].CustomCookingText,,Burnt in {0},,,,Burnt in {0},,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[15].CustomNotification,,{0} is burnt...,,,,{0} is burnt...,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[16].ActionName,,Drunken Crab,,,,Drunken Crab,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[17].ActionName,,Coconut Fish,,,,Coconut Fish,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[18].ActionName,,Coconut Meat,,,,Coconut Meat,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[19].ActionName,,Coffee,,,,Coffee,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[2].ActionName,,Boar,,,,Boar,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[20].ActionName,,Conch Meat,,,,Conch Meat,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[21].ActionName,,Cook Jerrycan,,,,Cook Jerrycan,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[22].ActionName,,Crab,,,,Crab,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[23].ActionName,,Dry Mud,,,,Dry Mud,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[24].ActionName,,Egg,,,,Egg,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[25].ActionName,,Fire Clay Bowl,,,,Fire Clay Bowl,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[26].ActionName,,Fish N Chips,,,,Fish N Chips,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[27].ActionName,,Fish Omelette,,,,Fish Omelette,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[28].ActionName,,Fish Scraps,,,,Fish Scraps,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[29].ActionName,,Fish Slices,,,,Fish Slices,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[3].ActionName,,Boiling Citronella Mix,,,,Boiling Citronella Mix,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[30].ActionName,,Fried Bananas,,,,Fried Bananas,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[31].ActionName,,Glue Heat Up,,,,Glue Heat Up,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[32].ActionName,,Goat,,,,Goat,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[33].ActionName,,Goat Stew,,,,Goat Stew,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[34].ActionName,,Goatfish,,,,Goatfish,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[35].ActionName,,Grouper,,,,Grouper,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[37].ActionName,,Herring,,,,Herring,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[38].ActionName,,Honey Candy,,,,Honey Candy,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[39].ActionName,,Honey Glazed Pork,,,,Honey Glazed Pork,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[4].ActionName,,Boiling Glue,,,,Boiling Glue,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[40].ActionName,,Island Chicken,,,,Island Chicken,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[41].ActionName,,Lizard,,,,Lizard,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[42].ActionName,,Lizard Fry,,,,Lizard Fry,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[43].ActionName,,Macaque,,,,Macaque,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[44].ActionName,,Macaque Skewers,,,,Macaque Skewers,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[45].ActionName,,Make Lye,,,,Make Lye,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[46].ActionName,,Make Oil,,,,Make Oil,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[47].ActionName,,Make Soap,,,,Make Soap,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[48].ActionName,,Monitor,,,,Monitor,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[49].ActionName,,Mouse,,,,Mouse,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[5].ActionName,,Boiling Jasmine Mix,,,,Boiling Jasmine Mix,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[50].ActionName,,Mudskipper,,,,Mudskipper,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[51].ActionName,,Oyster,,,,Oyster,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[52].ActionName,,Parrotfish,,,,Parrotfish,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[53].ActionName,,Pork Feast,,,,Pork Feast,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[54].ActionName,,Prawns,,,,Prawns,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[55].ActionName,,Protein Bars,,,,Protein Bars,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[56].ActionName,,Sago Cake,,,,Sago Cake,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[57].ActionName,,Sago Flatbread,,,,Sago Flatbread,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[58].ActionName,,Sago Slime,,,,Sago Slime,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[59].ActionName,,Scrappy Soup,,,,Scrappy Soup,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[6].ActionName,,Boiling Rice,,,,Boiling Rice,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[6].ActionName*,,Boiling Rice,,,,Boiling Rice,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[60].ActionName,,Shark,,,,Shark,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[61].ActionName,,Seahound,,,,Seahound,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[62].ActionName,,Snake,,,,Snake,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[63].ActionName,,Soft Conch Meat,,,,Soft Conch Meat,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[64].ActionName,,Threadfin,,,,Threadfin,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[65].ActionName,,Tropical Almonds,,,,Tropical Almonds,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[66].ActionName,,Urchin,,,,Urchin,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[67].ActionName,,Yam Curry,,,,Yam Curry,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[68].ActionName,,Yam Jam,,,,Yam Jam,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[70].ActionName,,Egg Fried Rice,,,,Egg Fried Rice,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[72].ActionName,,Fried Puffballs,,,,Fried Puffballs,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[8].ActionName,,Boiling Sap,,,,Boiling Sap,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[8].ActionName*,,Boiling Salt,,,,Boiling Salt,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[8].CannotCookText,,Not enough sap...,,,,Not enough sap...,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[8].CannotCookText*,,Not enough salt water...,,,,Not enough salt water...,,,,
Cod_Nc_BasicMaterial_Tires_Burn_CookingRecipes[9].ActionName,,Boiling Water,,,,Boiling Water,,,,
Cod_Nc_BasicMaterial_Tires_CardDescription,,一个从各类汽车卸下来的轮胎，锈蚀与血迹覆盖在整个表面。,,,,一个从各类汽车卸下来的轮胎，锈蚀与血迹覆盖在整个表面。,,,,
Cod_Nc_BasicMaterial_Tires_CardInteractions,,点燃,,,,点燃,,,,
Cod_Nc_BasicMaterial_Tires_CardInteractions[0].ActionName,,切割,,,,切割,,,,
